source,lemmatized
bible,yet thou sayest innocent surely anger shall turn behold plead thee thou sayest sinned
bible,gaddest thou much change thy way thou also shalt ashamed egypt thou wast ashamed assyria
bible,yea thou shalt go forth thine hand upon thine head lord hath rejected thy confidence thou shalt prosper
bible,say man put away wife go become another man shall return unto shall land greatly polluted thou hast played harlot many lover yet return saith lord
bible,lift thine eye unto high place see thou hast lien way hast thou sat arabian wilderness thou hast polluted land thy whoredom thy wickedness
bible,therefore shower withholden hath latter rain thou hadst whore forehead thou refusedst ashamed
bible,wilt thou time cry unto father thou art guide youth
bible,reserve anger ever keep end behold thou hast spoken done evil thing thou couldest
bible,lord said also unto day josiah king hast thou seen backsliding israel hath done gone upon every high mountain every green tree hath played harlot
bible,said done thing turn thou unto returned treacherous sister judah saw
bible,saw cause whereby backsliding israel committed adultery put away given bill divorce yet treacherous sister judah feared went played harlot also
bible,came pas lightness whoredom defiled land committed adultery stone stock
bible,yet treacherous sister judah hath turned unto whole heart feignedly saith lord
bible,lord said unto backsliding israel hath justified treacherous judah
bible,go proclaim word toward north say return thou backsliding israel saith lord cause mine anger fall upon merciful saith lord keep anger ever
bible,acknowledge thine iniquity thou hast transgressed lord thy god hast scattered thy way stranger every green tree ye obeyed voice saith lord
bible,turn backsliding child saith lord married unto take one city two family bring zion
bible,give pastor according mine heart shall feed knowledge understanding
bible,shall come pas ye multiplied increased land day saith lord shall say ark covenant lord neither shall come mind neither shall remember neither shall visit neither shall done
bible,time shall call jerusalem throne lord nation shall gathered unto name lord jerusalem neither shall walk imagination evil heart
bible,day house judah shall walk house israel shall come together land north land given inheritance unto father
bible,said shall put thee among child give thee pleasant land goodly heritage host nation said thou shalt call father shalt turn away
bible,surely wife treacherously departeth husband ye dealt treacherously house israel saith lord
bible,voice heard upon high place weeping supplication child israel perverted way forgotten lord god
bible,return ye backsliding child heal backsliding behold come unto thee thou art lord god
bible,truly vain salvation hoped hill multitude mountain truly lord god salvation israel
bible,shame hath devoured labour father youth flock herd son daughter
bible,lie shame confusion covereth u sinned lord god father youth even unto day obeyed voice lord god
bible,thou wilt return israel saith lord return unto thou wilt put away thine abomination sight shalt thou remove
bible,thou shalt swear lord liveth truth judgment righteousness nation shall bless shall glory
bible,thus saith lord men judah jerusalem break fallow ground sow among thorn
bible,circumcise lord take away foreskin heart ye men judah inhabitant jerusalem lest fury come forth like fire burn none quench evil doings
bible,declare ye judah publish jerusalem say blow ye trumpet land cry gather together say assemble let u go defenced city
bible,set standard toward zion retire stay bring evil north great destruction
bible,lion come thicket destroyer gentile way gone forth place make thy land desolate thy city shall laid waste without inhabitant
bible,gird sackcloth lament howl fierce anger lord turned back u
bible,shall come pas day saith lord heart king shall perish heart prince priest shall astonished prophet shall wonder
bible,said ah lord god surely thou hast greatly deceived people jerusalem saying ye shall peace whereas sword reacheth unto soul
bible,time shall said people jerusalem dry wind high place wilderness toward daughter people fan cleanse
bible,even full wind place shall come unto also give sentence
bible,behold shall come cloud chariot shall whirlwind horse swifter eagle woe unto u spoiled
bible,jerusalem wash thine heart wickedness thou mayest saved long shall thy vain thought lodge within thee
bible,voice declareth dan publisheth affliction mount ephraim
bible,make ye mention nation behold publish jerusalem watcher come far country give voice city judah
bible,keeper field round hath rebellious saith lord
bible,thy way thy doings procured thing unto thee thy wickedness bitter reacheth unto thine heart
bible,bowel bowel pained heart heart maketh noise hold peace thou hast heard soul sound trumpet alarm war
bible,destruction upon destruction cried whole land spoiled suddenly tent spoiled curtain moment
bible,long shall see standard hear sound trumpet
bible,people foolish known sottish child none understanding wise evil good knowledge
bible,beheld earth lo without form void heaven light
bible,beheld mountain lo trembled hill moved lightly
bible,beheld lo man bird heaven fled
bible,beheld lo fruitful place wilderness city thereof broken presence lord fierce anger
bible,thus hath lord said whole land shall desolate yet make full end
bible,shall earth mourn heaven black spoken purposed repent neither turn back
bible,whole city shall flee noise horseman bowman shall go thicket climb upon rock every city shall forsaken man dwell therein
bible,thou art spoiled wilt thou though thou clothest thyself crimson though thou deckest thee ornament gold though thou rentest thy face painting vain shalt thou make thyself fair thy lover despise thee seek thy life
bible,heard voice woman travail anguish bringeth forth first child voice daughter zion bewaileth spreadeth hand saying woe soul wearied murderer
bible,run ye fro street jerusalem see know seek broad place thereof ye find man executeth judgment seeketh truth pardon
bible,though say lord liveth surely swear falsely
bible,lord thine eye upon truth thou hast stricken grieved thou hast consumed refused receive correction made face harder rock refused return
bible,therefore said surely poor foolish know way lord judgment god
bible,get unto great men speak unto known way lord judgment god altogether broken yoke burst bond
bible,wherefore lion forest shall slay wolf evening shall spoil leopard shall watch city every one goeth thence shall torn piece transgression many backsliding increased
bible,shall pardon thee thy child forsaken sworn god fed full committed adultery assembled troop harlot house
bible,fed horse morning every one neighed neighbour wife
bible,shall visit thing saith lord shall soul avenged nation
bible,go ye upon wall destroy make full end take away battlement lord
bible,house israel house judah dealt treacherously saith lord
bible,belied lord said neither shall evil come upon u neither shall see sword famine
bible,prophet shall become wind word thus shall done unto
bible,wherefore thus saith lord god host ye speak word behold make word thy mouth fire people wood shall devour
bible,lo bring nation upon far house israel saith lord mighty nation ancient nation nation whose language thou knowest neither understandest say
bible,quiver open sepulchre mighty men
bible,shall eat thine harvest thy bread thy son thy daughter eat shall eat thy flock thine herd shall eat thy vine thy fig tree shall impoverish thy fenced city wherein thou trustedst sword
bible,nevertheless day saith lord make full end
bible,shall come pas ye shall say wherefore doeth lord god thing unto u shalt thou answer like ye forsaken served strange god land shall ye serve stranger land
bible,declare house jacob publish judah saying
bible,hear foolish people without understanding eye see ear hear
bible,fear ye saith lord ye tremble presence placed sand bound sea perpetual decree pas though wave thereof toss yet prevail though roar yet pas
bible,people hath revolting rebellious heart revolted gone
bible,neither say heart let u fear lord god giveth rain former latter season reserveth unto u appointed week harvest
bible,iniquity turned away thing sin withholden good thing
bible,among people found wicked men lay wait setteth snare set trap catch men
bible,cage full bird house full deceit therefore become great waxen rich
bible,waxen fat shine yea overpass deed wicked judge cause cause fatherless yet prosper right needy judge
bible,shall visit thing saith lord shall soul avenged nation
bible,wonderful horrible thing committed land
bible,prophet prophesy falsely priest bear rule mean people love ye end thereof
bible,ye child benjamin gather flee midst jerusalem blow trumpet tekoa set sign fire bethhaccerem evil appeareth north great destruction
bible,likened daughter zion comely delicate woman
bible,shepherd flock shall come unto shall pitch tent round shall feed every one place
bible,prepare ye war arise let u go noon woe unto u day goeth away shadow evening stretched
bible,arise let u go night let u destroy palace
bible,thus hath lord host said hew ye tree cast mount jerusalem city visited wholly oppression midst
bible,fountain casteth water casteth wickedness violence spoil heard continually grief wound
bible,thou instructed jerusalem lest soul depart thee lest make thee desolate land inhabited
bible,thus saith lord host shall throughly glean remnant israel vine turn back thine hand grapegatherer basket
bible,shall speak give warning may hear behold ear uncircumcised hearken behold word lord unto reproach delight
bible,therefore full fury lord weary holding pour upon child abroad upon assembly young men together even husband wife shall taken aged full day
bible,house shall turned unto others field wife together stretch hand upon inhabitant land saith lord
bible,least even unto greatest every one given covetousness prophet even unto priest every one dealeth falsely
bible,healed also hurt daughter people slightly saying peace peace peace
bible,ashamed committed abomination nay ashamed neither could blush therefore shall fall among fall time visit shall cast saith lord
bible,thus saith lord stand ye way see ask old path good way walk therein ye shall find rest soul said walk therein
bible,also set watchman saying hearken sound trumpet said hearken
bible,therefore hear ye nation know congregation among
bible,hear earth behold bring evil upon people even fruit thought hearkened unto word law rejected
bible,purpose cometh incense sheba sweet cane far country burnt offering acceptable sacrifice sweet unto
bible,therefore thus saith lord behold lay stumblingblocks people father son together shall fall upon neighbour friend shall perish
bible,thus saith lord behold people cometh north country great nation shall raised side earth
bible,shall lay hold bow spear cruel mercy voice roareth like sea ride upon horse set array men war thee daughter zion
bible,heard fame thereof hand wax feeble anguish hath taken hold u pain woman travail
bible,go forth field walk way sword enemy fear every side
bible,daughter people gird thee sackcloth wallow thyself ash make thee mourning son bitter lamentation spoiler shall suddenly come upon u
bible,set thee tower fortress among people thou mayest know try way
bible,grievous revolters walking slander brass iron corrupters
bible,bellow burned lead consumed fire founder melteth vain wicked plucked away
bible,reprobate silver shall men call lord hath rejected
bible,word came jeremiah lord saying
bible,stand gate lord house proclaim word say hear word lord ye judah enter gate worship lord
bible,thus saith lord host god israel amend way doings cause dwell place
bible,trust ye lying word saying temple lord temple lord temple lord
bible,ye throughly amend way doings ye throughly execute judgment man neighbour
bible,ye oppress stranger fatherless widow shed innocent blood place neither walk god hurt
bible,cause dwell place land gave father ever ever
bible,behold ye trust lying word profit
bible,ye steal murder commit adultery swear falsely burn incense unto baal walk god ye know
bible,come stand house called name say delivered abomination
bible,house called name become den robber eye behold even seen saith lord
bible,go ye unto place shiloh set name first see wickedness people israel
bible,ye done work saith lord spake unto rising early speaking ye heard called ye answered
bible,therefore unto house called name wherein ye trust unto place gave father done shiloh
bible,cast sight cast brother even whole seed ephraim
bible,therefore pray thou people neither lift cry prayer neither make intercession hear thee
bible,seest thou city judah street jerusalem
bible,child gather wood father kindle fire woman knead dough make cake queen heaven pour drink offering unto god may provoke anger
bible,provoke anger saith lord provoke confusion face
bible,therefore thus saith lord god behold mine anger fury shall poured upon place upon man upon beast upon tree field upon fruit ground shall burn shall quenched
bible,thus saith lord host god israel put burnt offering unto sacrifice eat flesh
bible,spake unto father commanded day brought land egypt concerning burnt offering sacrifice
bible,thing commanded saying obey voice god ye shall people walk ye way commanded may well unto
bible,hearkened inclined ear walked counsel imagination evil heart went backward forward
bible,since day father came forth land egypt unto day even sent unto servant prophet daily rising early sending
bible,yet hearkened unto inclined ear hardened neck worse father
bible,therefore thou shalt speak word unto hearken thee thou shalt also call unto answer thee
bible,thou shalt say unto nation obeyeth voice lord god receiveth correction truth perished cut mouth
bible,cut thine hair jerusalem cast away take lamentation high place lord hath rejected forsaken generation wrath
bible,child judah done evil sight saith lord set abomination house called name pollute
bible,built high place tophet valley son hinnom burn son daughter fire commanded neither came heart
bible,therefore behold day come saith lord shall called tophet valley son hinnom valley slaughter shall bury tophet till place
bible,carcase people shall meat fowl heaven beast earth none shall fray away
bible,cause cease city judah street jerusalem voice mirth voice gladness voice bridegroom voice bride land shall desolate
bible,time saith lord shall bring bone king judah bone prince bone priest bone prophet bone inhabitant jerusalem graf
bible,shall spread sun moon host heaven loved served walked sought worshipped shall gathered buried shall dung upon face earth
bible,death shall chosen rather life residue remain evil family remain place whither driven saith lord host
bible,moreover thou shalt say unto thus saith lord shall fall arise shall turn away return
bible,people jerusalem slidden back perpetual backsliding hold fast deceit refuse return
bible,hearkened heard spake aright man repented wickedness saying done every one turned course horse rusheth battle
bible,yea stork heaven knoweth appointed time turtle crane swallow observe time coming people know judgment lord
bible,ye say wise law lord u lo certainly vain made pen scribe vain
bible,wise men ashamed dismayed taken lo rejected word lord wisdom
bible,therefore give wife unto others field shall inherit every one least even unto greatest given covetousness prophet even unto priest every one dealeth falsely
bible,healed hurt daughter people slightly saying peace peace peace
bible,ashamed committed abomination nay ashamed neither could blush therefore shall fall among fall time visitation shall cast saith lord
bible,surely consume saith lord shall grape vine fig fig tree leaf shall fade thing given shall pas away
bible,sit still assemble let u enter defenced city let u silent lord god hath put u silence given u water gall drink sinned lord
bible,looked peace good came time health behold trouble
bible,snorting horse heard dan whole land trembled sound neighing strong one come devoured land city dwell therein
bible,behold send serpent cockatrice among charmed shall bite saith lord
bible,would comfort sorrow heart faint
bible,behold voice cry daughter people dwell far country lord zion king provoked anger graven image strange vanity
bible,harvest past summer ended saved
bible,hurt daughter people hurt black astonishment hath taken hold
bible,balm gilead physician health daughter people recovered
bible,oh head water mine eye fountain tear might weep day night slain daughter people
bible,oh wilderness lodging place wayfaring men might leave people go adulterer assembly treacherous men
bible,bend tongue like bow lie valiant truth upon earth proceed evil evil know saith lord
bible,take ye heed every one neighbour trust ye brother every brother utterly supplant every neighbour walk slander
bible,deceive every one neighbour speak truth taught tongue speak lie weary commit iniquity
bible,thine habitation midst deceit deceit refuse know saith lord
bible,therefore thus saith lord host behold melt try shall daughter people
bible,tongue arrow shot speaketh deceit one speaketh peaceably neighbour mouth heart layeth wait
bible,shall visit thing saith lord shall soul avenged nation
bible,mountain take weeping wailing habitation wilderness lamentation burned none pas neither men hear voice cattle fowl heaven beast fled gone
bible,make jerusalem heap den dragon make city judah desolate without inhabitant
bible,wise man may understand mouth lord hath spoken may declare land perisheth burned like wilderness none passeth
bible,lord saith forsaken law set obeyed voice neither walked therein
bible,walked imagination heart baalim father taught
bible,therefore thus saith lord host god israel behold feed even people wormwood give water gall drink
bible,scatter also among heathen neither father known send sword till consumed
bible,thus saith lord host consider ye call mourning woman may come send cunning woman may come
bible,let make haste take wailing u eye may run tear eyelid gush water
bible,voice wailing heard zion spoiled greatly confounded forsaken land dwelling cast u
bible,yet hear word lord ye woman let ear receive word mouth teach daughter wailing every one neighbour lamentation
bible,death come window entered palace cut child without young men street
bible,speak thus saith lord even carcase men shall fall dung upon open field handful harvestman none shall gather
bible,thus saith lord let wise man glory wisdom neither let mighty man glory might let rich man glory rich
bible,let glorieth glory understandeth knoweth lord exercise lovingkindness judgment righteousness earth thing delight saith lord
bible,behold day come saith lord punish circumcised uncircumcised
bible,egypt judah edom child ammon moab utmost corner dwell wilderness nation uncircumcised house israel uncircumcised heart
bible,hear ye word lord speaketh unto house israel
bible,thus saith lord learn way heathen dismayed sign heaven heathen dismayed
bible,custom people vain one cutteth tree forest work hand workman axe
bible,deck silver gold fasten nail hammer move
bible,upright palm tree speak must need borne go afraid evil neither also good
bible,forasmuch none like unto thee lord thou art great thy name great might
bible,would fear thee king nation thee doth appertain forasmuch among wise men nation kingdom none like unto thee
bible,altogether brutish foolish stock doctrine vanity
bible,silver spread plate brought tarshish gold uphaz work workman hand founder blue purple clothing work cunning men
bible,lord true god living god everlasting king wrath earth shall tremble nation shall able abide indignation
bible,thus shall ye say unto god made heaven earth even shall perish earth heaven
bible,hath made earth power hath established world wisdom hath stretched heaven discretion
bible,uttereth voice multitude water heaven causeth vapour ascend end earth maketh lightning rain bringeth forth wind treasure
bible,every man brutish knowledge every founder confounded graven image molten image falsehood breath
bible,vanity work error time visitation shall perish
bible,portion jacob like former thing israel rod inheritance lord host name
bible,gather thy ware land inhabitant fortress
bible,thus saith lord behold sling inhabitant land distress may find
bible,woe hurt wound grievous said truly grief must bear
bible,tabernacle spoiled cord broken child gone forth none stretch forth tent set curtain
bible,pastor become brutish sought lord therefore shall prosper flock shall scattered
bible,behold noise bruit come great commotion north country make city judah desolate den dragon
bible,lord know way man man walketh direct step
bible,lord correct judgment thine anger lest thou bring nothing
bible,pour thy fury upon heathen know thee upon family call thy name eaten jacob devoured consumed made habitation desolate
bible,word came jeremiah lord saying
bible,hear ye word covenant speak unto men judah inhabitant jerusalem
bible,say thou unto thus saith lord god israel cursed man obeyeth word covenant
bible,commanded father day brought forth land egypt iron furnace saying obey voice according command shall ye people god
bible,may perform oath sworn unto father give land flowing milk honey day answered said lord
bible,lord said unto proclaim word city judah street jerusalem saying hear ye word covenant
bible,earnestly protested unto father day brought land egypt even unto day rising early protesting saying obey voice
bible,yet obeyed inclined ear walked every one imagination evil heart therefore bring upon word covenant commanded
bible,lord said unto conspiracy found among men judah among inhabitant jerusalem
bible,turned back iniquity forefather refused hear word went god serve house israel house judah broken covenant made father
bible,therefore thus saith lord behold bring evil upon shall able escape though shall cry unto hearken unto
bible,shall city judah inhabitant jerusalem go cry unto god unto offer incense shall save time trouble
bible,according number thy city thy god judah according number street jerusalem ye set altar shameful thing even altar burn incense unto baal
bible,therefore pray thou people neither lift cry prayer hear time cry unto trouble
bible,hath beloved mine house seeing hath wrought lewdness many holy flesh passed thee thou doest evil thou rejoicest
bible,lord called thy name green olive tree fair goodly fruit noise great tumult hath kindled fire upon branch broken
bible,lord host planted thee hath pronounced evil thee evil house israel house judah done provoke anger offering incense unto baal
bible,lord hath given knowledge know thou shewedst doings
bible,like lamb ox brought slaughter knew devised device saying let u destroy tree fruit thereof let u cut land living name may remembered
bible,lord host judgest righteously triest rein heart let see thy vengeance unto thee revealed cause
bible,therefore thus saith lord men anathoth seek thy life saying prophesy name lord thou die hand
bible,therefore thus saith lord host behold punish young men shall die sword son daughter shall die famine
bible,shall remnant bring evil upon men anathoth even year visitation
bible,righteous art thou lord plead thee yet let talk thee thy judgment wherefore doth way wicked prosper wherefore happy deal treacherously
bible,thou hast planted yea taken root grow yea bring forth fruit thou art near mouth far rein
bible,thou lord knowest thou hast seen tried mine heart toward thee pull like sheep slaughter prepare day slaughter
bible,long shall land mourn herb every field wither wickedness dwell therein beast consumed bird said shall see last end
bible,thou hast run footman wearied thee canst thou contend horse land peace wherein thou trustedst wearied thee wilt thou swelling jordan
bible,even thy brother house thy father even dealt treacherously thee yea called multitude thee believe though speak fair word unto thee
bible,forsaken mine house left mine heritage given dearly beloved soul hand enemy
bible,mine heritage unto lion forest crieth therefore hated
bible,mine heritage unto speckled bird bird round come ye assemble beast field come devour
bible,many pastor destroyed vineyard trodden portion foot made pleasant portion desolate wilderness
bible,made desolate desolate mourneth unto whole land made desolate man layeth heart
bible,spoiler come upon high place wilderness sword lord shall devour one end land even end land flesh shall peace
bible,sown wheat shall reap thorn put pain shall profit shall ashamed revenue fierce anger lord
bible,thus saith lord mine evil neighbour touch inheritance caused people israel inherit behold pluck land pluck house judah among
bible,shall come pas plucked return compassion bring every man heritage every man land
bible,shall come pas diligently learn way people swear name lord liveth taught people swear baal shall built midst people
bible,obey utterly pluck destroy nation saith lord
bible,thus saith lord unto go get thee linen girdle put upon thy loin put water
bible,got girdle according word lord put loin
bible,word lord came unto second time saying
bible,take girdle thou hast got upon thy loin arise go euphrates hide hole rock
bible,went hid euphrates lord commanded
bible,came pas many day lord said unto arise go euphrates take girdle thence commanded thee hide
bible,went euphrates digged took girdle place hid behold girdle marred profitable nothing
bible,word lord came unto saying
bible,thus saith lord manner mar pride judah great pride jerusalem
bible,evil people refuse hear word walk imagination heart walk god serve worship shall even girdle good nothing
bible,girdle cleaveth loin man caused cleave unto whole house israel whole house judah saith lord might unto people name praise glory would hear
bible,therefore thou shalt speak unto word thus saith lord god israel every bottle shall filled wine shall say unto thee certainly know every bottle shall filled wine
bible,shalt thou say unto thus saith lord behold fill inhabitant land even king sit upon david throne priest prophet inhabitant jerusalem drunkenness
bible,dash one another even father son together saith lord pity spare mercy destroy
bible,hear ye give ear proud lord hath spoken
bible,give glory lord god cause darkness foot stumble upon dark mountain ye look light turn shadow death make gross darkness
bible,ye hear soul shall weep secret place pride mine eye shall weep sore run tear lord flock carried away captive
bible,say unto king queen humble sit principality shall come even crown glory
bible,city south shall shut none shall open judah shall carried away captive shall wholly carried away captive
bible,lift eye behold come north flock given thee thy beautiful flock
bible,wilt thou say shall punish thee thou hast taught captain chief thee shall sorrow take thee woman travail
bible,thou say thine heart wherefore come thing upon greatness thine iniquity thy skirt discovered thy heel made bare
bible,ethiopian change skin leopard spot may ye also good accustomed evil
bible,therefore scatter stubble passeth away wind wilderness
bible,thy lot portion thy measure saith lord thou hast forgotten trusted falsehood
bible,therefore discover thy skirt upon thy face thy shame may appear
bible,seen thine adultery thy neighings lewdness thy whoredom thine abomination hill field woe unto thee jerusalem wilt thou made clean shall
bible,word lord came jeremiah concerning dearth
bible,judah mourneth gate thereof languish black unto ground cry jerusalem gone
bible,noble sent little one water came pit found water returned vessel empty ashamed confounded covered head
bible,ground chapt rain earth plowman ashamed covered head
bible,yea hind also calved field forsook grass
bible,wild ass stand high place snuffed wind like dragon eye fail grass
bible,lord though iniquity testify u thou thy name sake backsliding many sinned thee
bible,hope israel saviour thereof time trouble shouldest thou stranger land wayfaring man turneth aside tarry night
bible,shouldest thou man astonied mighty man save yet thou lord art midst u called thy name leave u
bible,thus saith lord unto people thus loved wander refrained foot therefore lord doth accept remember iniquity visit sin
bible,said lord unto pray people good
bible,fast hear cry offer burnt offering oblation accept consume sword famine pestilence
bible,said ah lord god behold prophet say unto ye shall see sword neither shall ye famine give assured peace place
bible,lord said unto prophet prophesy lie name sent neither commanded neither spake unto prophesy unto false vision divination thing nought deceit heart
bible,therefore thus saith lord concerning prophet prophesy name sent yet say sword famine shall land sword famine shall prophet consumed
bible,people prophesy shall cast street jerusalem famine sword shall none bury wife son daughter pour wickedness upon
bible,therefore thou shalt say word unto let mine eye run tear night day let cease virgin daughter people broken great breach grievous blow
bible,go forth field behold slain sword enter city behold sick famine yea prophet priest go land know
bible,hast thou utterly rejected judah hath thy soul lothed zion hast thou smitten u healing u looked peace good time healing behold trouble
bible,acknowledge lord wickedness iniquity father sinned thee
bible,abhor u thy name sake disgrace throne thy glory remember break thy covenant u
bible,among vanity gentile cause rain heaven give shower art thou lord god therefore wait upon thee thou hast made thing
bible,said lord unto though moses samuel stood yet mind could toward people cast sight let go forth
bible,shall come pas say unto thee whither shall go forth thou shalt tell thus saith lord death death sword sword famine famine captivity captivity
bible,appoint four kind saith lord sword slay dog tear fowl heaven beast earth devour destroy
bible,cause removed kingdom earth manasseh son hezekiah king judah jerusalem
bible,shall pity upon thee jerusalem shall bemoan thee shall go aside ask thou doest
bible,thou hast forsaken saith lord thou art gone backward therefore stretch hand thee destroy thee weary repenting
bible,fan fan gate land bereave child destroy people since return way
bible,widow increased sand sea brought upon mother young men spoiler noonday caused fall upon suddenly terror upon city
bible,hath borne seven languisheth hath given ghost sun gone yet day hath ashamed confounded residue deliver sword enemy saith lord
bible,woe mother thou hast borne man strife man contention whole earth neither lent usury men lent usury yet every one doth curse
bible,lord said verily shall well thy remnant verily cause enemy entreat thee well time evil time affliction
bible,shall iron break northern iron steel
bible,thy substance thy treasure give spoil without price thy sin even thy border
bible,make thee pas thine enemy land thou knowest fire kindled mine anger shall burn upon
bible,lord thou knowest remember visit revenge persecutor take away thy longsuffering know thy sake suffered rebuke
bible,thy word found eat thy word unto joy rejoicing mine heart called thy name lord god host
bible,sat assembly mocker rejoiced sat alone thy hand thou hast filled indignation
bible,pain perpetual wound incurable refuseth healed wilt thou altogether unto liar water fail
bible,therefore thus saith lord thou return bring thee thou shalt stand thou take forth precious vile thou shalt mouth let return unto thee return thou unto
bible,make thee unto people fenced brasen wall shall fight thee shall prevail thee thee save thee deliver thee saith lord
bible,deliver thee hand wicked redeem thee hand terrible
bible,word lord came also unto saying
bible,thou shalt take thee wife neither shalt thou son daughter place
bible,thus saith lord concerning son concerning daughter born place concerning mother bare concerning father begat land
bible,shall die grievous death shall lamented neither shall buried shall dung upon face earth shall consumed sword famine carcase shall meat fowl heaven beast earth
bible,thus saith lord enter house mourning neither go lament bemoan taken away peace people saith lord even lovingkindness mercy
bible,great small shall die land shall buried neither shall men lament cut make bald
bible,neither shall men tear mourning comfort dead neither shall men give cup consolation drink father mother
bible,thou shalt also go house feasting sit eat drink
bible,thus saith lord host god israel behold cause cease place eye day voice mirth voice gladness voice bridegroom voice bride
bible,shall come pas thou shalt shew people word shall say unto thee wherefore hath lord pronounced great evil u iniquity sin committed lord god
bible,shalt thou say unto father forsaken saith lord walked god served worshipped forsaken kept law
bible,ye done worse father behold ye walk every one imagination evil heart may hearken unto
bible,therefore cast land land ye know neither ye father shall ye serve god day night shew favour
bible,therefore behold day come saith lord shall said lord liveth brought child israel land egypt
bible,lord liveth brought child israel land north land whither driven bring land gave unto father
bible,behold send many fisher saith lord shall fish send many hunter shall hunt every mountain every hill hole rock
bible,mine eye upon way hid face neither iniquity hid mine eye
bible,first recompense iniquity sin double defiled land filled mine inheritance carcase detestable abominable thing
bible,lord strength fortress refuge day affliction gentile shall come unto thee end earth shall say surely father inherited lie vanity thing wherein profit
bible,shall man make god unto god
bible,therefore behold cause know cause know mine hand might shall know name lord
bible,sin judah written pen iron point diamond graven upon table heart upon horn altar
bible,whilst child remember altar grove green tree upon high hill
bible,mountain field give thy substance thy treasure spoil thy high place sin throughout thy border
bible,thou even thyself shalt discontinue thine heritage gave thee cause thee serve thine enemy land thou knowest ye kindled fire mine anger shall burn ever
bible,thus saith lord cursed man trusteth man maketh flesh arm whose heart departeth lord
bible,shall like heath desert shall see good cometh shall inhabit parched place wilderness salt land inhabited
bible,blessed man trusteth lord whose hope lord
bible,shall tree planted water spreadeth root river shall see heat cometh leaf shall green shall careful year drought neither shall cease yielding fruit
bible,heart deceitful thing desperately wicked know
bible,lord search heart try rein even give every man according way according fruit doings
bible,partridge sitteth egg hatcheth getteth rich right shall leave midst day end shall fool
bible,glorious high throne beginning place sanctuary
bible,lord hope israel forsake thee shall ashamed depart shall written earth forsaken lord fountain living water
bible,heal lord shall healed save shall saved thou art praise
bible,behold say unto word lord let come
bible,hastened pastor follow thee neither desired woeful day thou knowest came lip right thee
bible,terror unto thou art hope day evil
bible,let confounded persecute let confounded let dismayed let dismayed bring upon day evil destroy double destruction
bible,thus said lord unto go stand gate child people whereby king judah come go gate jerusalem
bible,say unto hear ye word lord ye king judah judah inhabitant jerusalem enter gate
bible,thus saith lord take heed bear burden sabbath day bring gate jerusalem
bible,neither carry forth burden house sabbath day neither ye work hallow ye sabbath day commanded father
bible,obeyed neither inclined ear made neck stiff might hear receive instruction
bible,shall come pas ye diligently hearken unto saith lord bring burden gate city sabbath day hallow sabbath day work therein
bible,shall enter gate city king prince sitting upon throne david riding chariot horse prince men judah inhabitant jerusalem city shall remain ever
bible,shall come city judah place jerusalem land benjamin plain mountain south bringing burnt offering sacrifice meat offering incense bringing sacrifice praise unto house lord
bible,ye hearken unto hallow sabbath day bear burden even entering gate jerusalem sabbath day kindle fire gate thereof shall devour palace jerusalem shall quenched
bible,word came jeremiah lord saying
bible,arise go potter house cause thee hear word
bible,went potter house behold wrought work wheel
bible,vessel made clay marred hand potter made another vessel seemed good potter make
bible,word lord came saying
bible,house israel potter saith lord behold clay potter hand ye mine hand house israel
bible,instant shall speak concerning nation concerning kingdom pluck pull destroy
bible,nation pronounced turn evil repent evil thought unto
bible,instant shall speak concerning nation concerning kingdom build plant
bible,evil sight obey voice repent good wherewith said would benefit
bible,therefore go speak men judah inhabitant jerusalem saying thus saith lord behold frame evil devise device return ye every one evil way make way doings good
bible,said hope walk device every one imagination evil heart
bible,therefore thus saith lord ask ye among heathen hath heard thing virgin israel hath done horrible thing
bible,man leave snow lebanon cometh rock field shall cold flowing water come another place forsaken
bible,people hath forgotten burned incense vanity caused stumble way ancient path walk path way cast
bible,make land desolate perpetual hissing every one passeth thereby shall astonished wag head
bible,scatter east wind enemy shew back face day calamity
bible,said come let u devise device jeremiah law shall perish priest counsel wise word prophet come let u smite tongue let u give heed word
bible,give heed lord hearken voice contend
bible,shall evil recompensed good digged pit soul remember stood thee speak good turn away thy wrath
bible,therefore deliver child famine pour blood force sword let wife bereaved child widow let men put death let young men slain sword battle
bible,let cry heard house thou shalt bring troop suddenly upon digged pit take hid snare foot
bible,yet lord thou knowest counsel slay forgive iniquity neither blot sin thy sight let overthrown thee deal thus time thine anger
bible,thus saith lord go get potter earthen bottle take ancient people ancient priest
bible,go forth unto valley son hinnom entry east gate proclaim word shall tell thee
bible,say hear ye word lord king judah inhabitant jerusalem thus saith lord host god israel behold bring evil upon place whosoever heareth ear shall tingle
bible,forsaken estranged place burned incense unto god neither father known king judah filled place blood innocent
bible,built also high place baal burn son fire burnt offering unto baal commanded spake neither came mind
bible,therefore behold day come saith lord place shall called tophet valley son hinnom valley slaughter
bible,make void counsel judah jerusalem place cause fall sword enemy hand seek life carcase give meat fowl heaven beast earth
bible,make city desolate hissing every one passeth thereby shall astonished hiss plague thereof
bible,cause eat flesh son flesh daughter shall eat every one flesh friend siege straitness wherewith enemy seek life shall straiten
bible,shalt thou break bottle sight men go thee
bible,shalt say unto thus saith lord host even break people city one breaketh potter vessel made whole shall bury tophet till place bury
bible,thus unto place saith lord inhabitant thereof even make city tophet
